date,product,sales_amount,quantity,region,total_revenue
2025-05-19,Phone,318.5538471963192,5,North,1592.769235981596
2025-05-20,Laptop,750.8858580256555,9,North,6757.972722230899
2025-05-21,Headphones,562.8528514049068,1,West,562.8528514049068
2025-05-22,Phone,394.24822163623867,4,North,1576.9928865449547
2025-05-23,Laptop,491.6346383513441,3,North,1474.9039150540323
2025-05-24,Phone,583.7490368782584,2,North,1167.4980737565168
2025-05-25,Tablet,511.4008087118617,8,West,4091.2064696948937
2025-05-26,Phone,580.8133988669554,7,East,4065.693792068688
2025-05-27,Phone,361.8989610380951,9,North,3257.0906493428556
2025-05-28,Laptop,525.4041236054117,2,North,1050.8082472108233
2025-05-29,Laptop,287.94282546425296,4,West,1151.7713018570118
2025-05-30,Laptop,483.3160907976949,6,East,2899.8965447861697
2025-05-31,Phone,364.41385378028156,3,North,1093.2415613408448
2025-06-01,Tablet,389.670508611535,8,South,3117.36406889228
2025-06-02,Headphones,685.4139762815656,3,West,2056.2419288446968
2025-06-03,Headphones,663.6965180891403,2,North,1327.3930361782807
2025-06-04,Laptop,591.3707181360766,3,North,1774.1121544082298
2025-06-05,Laptop,336.1530852991132,6,South,2016.918511794679
2025-06-06,Phone,452.5387325457797,2,South,905.0774650915594
2025-06-07,Headphones,681.9646549968775,8,West,5455.71723997502
2025-06-08,Laptop,521.2575370459857,1,West,521.2575370459857
2025-06-09,Tablet,847.8994309972541,7,South,5935.296016980778
2025-06-10,Tablet,558.9976759091558,2,West,1117.9953518183115
2025-06-11,Laptop,528.8073674735048,6,South,3172.844204841029
2025-06-12,Laptop,453.6325303696248,2,North,907.2650607392496
2025-06-13,Headphones,520.0311357173423,2,South,1040.0622714346846
2025-06-14,Headphones,477.12952454291843,8,South,3817.0361963433475
2025-06-15,Phone,606.2163015032886,2,East,1212.4326030065772
2025-06-16,Headphones,643.5053475191876,7,South,4504.5374326343135
2025-06-17,Tablet,382.10158092380755,3,South,1146.3047427714228
2025-06-18,Tablet,300.31505696633326,8,East,2402.520455730666
2025-06-19,Laptop,224.56919403450553,7,West,1571.9843582415388
2025-06-20,Headphones,576.1986990368815,8,East,4609.589592295052
2025-06-21,Phone,334.49500907391894,7,North,2341.4650635174326
2025-06-22,Tablet,177.0664110571276,6,East,1062.3984663427655
2025-06-23,Tablet,558.2867906796446,7,North,3908.007534757512
2025-06-24,Phone,873.9499276149186,5,West,4369.749638074592
2025-06-25,Phone,499.089363269016,7,East,3493.6255428831123
2025-06-26,Tablet,625.7736161677462,1,East,625.7736161677462
2025-06-27,Tablet,512.2744037821348,1,West,512.2744037821348
2025-06-28,Phone,485.1665520213286,9,North,4366.498968191957
2025-06-29,Tablet,637.8614724481653,5,East,3189.3073622408265
2025-06-30,Laptop,456.4588183717023,5,North,2282.2940918585114
2025-07-01,Laptop,540.1088471107854,3,East,1620.326541332356
2025-07-02,Phone,548.2546709294021,5,South,2741.2733546470104
2025-07-03,Headphones,399.78643195354266,3,East,1199.359295860628
2025-07-04,Phone,648.8063524304785,9,West,5839.257171874306
2025-07-05,Phone,473.7560364956887,9,West,4263.804328461199
2025-07-06,Headphones,386.6382260760733,6,North,2319.8293564564397
2025-07-07,Headphones,580.4764765355606,1,East,580.4764765355606
2025-07-08,Headphones,365.2298027313444,7,North,2556.608619119411
2025-07-09,Laptop,504.2271736053692,7,North,3529.5902152375847
2025-07-10,Tablet,498.6321505033695,4,South,1994.528602013478
2025-07-11,Laptop,662.8843348747367,8,South,5303.074678997894
2025-07-12,Tablet,571.2047349319929,6,West,3427.2284095919576
2025-07-13,Laptop,496.24595618822843,4,North,1984.9838247529137
2025-07-14,Tablet,622.6649448800431,4,West,2490.6597795201724
2025-07-15,Laptop,708.5311323525971,2,East,1417.0622647051941
2025-07-16,Headphones,583.6715459527793,2,North,1167.3430919055586
2025-07-17,Phone,501.5528929765071,4,North,2006.2115719060284
2025-07-18,Laptop,303.224565147476,5,East,1516.12282573738
2025-07-19,Tablet,340.2329505386941,8,East,2721.863604309553
2025-07-20,Headphones,454.2162943467998,6,West,2725.297766080799
2025-07-21,Laptop,408.5731696761075,4,West,1634.29267870443
2025-07-22,Laptop,471.9543045521831,7,East,3303.6801318652815
2025-07-23,Headphones,508.49748873456605,8,West,4067.9799098765284
2025-07-24,Laptop,579.4539131535096,2,East,1158.9078263070191
2025-07-25,Phone,489.4251832911363,7,North,3425.976283037954
2025-07-26,Laptop,572.9752465739302,2,North,1145.9504931478605
2025-07-27,Phone,509.67116222151805,2,South,1019.3423244430361
2025-07-28,Phone,203.68001504691932,8,North,1629.4401203753546
2025-07-29,Headphones,359.0996909271869,2,East,718.1993818543738
2025-07-30,Laptop,478.3868666417577,9,West,4305.481799775819
2025-07-31,Headphones,318.5457885738339,1,South,318.5457885738339
2025-08-01,Laptop,589.9893094994306,9,West,5309.903785494876
2025-08-02,Laptop,729.6126248515546,1,East,729.6126248515546
2025-08-03,Tablet,682.8142777545975,2,North,1365.628555509195
2025-08-04,Laptop,467.9835693604688,6,South,2807.901416162813
2025-08-05,Headphones,723.6089205274928,6,East,4341.653523164957
2025-08-06,Phone,522.3001185803167,1,South,522.3001185803167
2025-08-07,Laptop,449.4371043322941,7,South,3146.059730326059
2025-08-08,Tablet,407.98960046885907,8,North,3263.9168037508725
2025-08-09,Headphones,454.62954702678076,2,East,909.2590940535615
2025-08-10,Laptop,441.7734772188157,8,West,3534.1878177505255
2025-08-11,Headphones,525.5624333563231,9,South,4730.061900206908
2025-08-12,Tablet,524.0860971574797,6,South,3144.516582944878
2025-08-13,Tablet,500.45690302301216,5,West,2502.284515115061
2025-08-14,Headphones,565.5407254619524,9,East,5089.866529157572
2025-08-15,Laptop,678.5969412179512,9,South,6107.372470961561
2025-08-16,Phone,642.4331203161986,1,South,642.4331203161986
2025-08-17,Tablet,277.26530473251444,3,South,831.7959141975433
2025-08-18,Laptop,116.9118297647068,9,East,1052.2064678823613
2025-08-19,Laptop,640.147986685891,2,East,1280.295973371782
2025-08-20,Phone,294.9681952376868,4,West,1179.8727809507473
2025-08-21,Tablet,466.2851897160975,4,East,1865.14075886439
2025-08-22,Tablet,324.48304609109607,2,East,648.9660921821921
2025-08-23,Laptop,229.70293436299704,3,North,689.1088030889912
2025-08-24,Laptop,581.2194092307182,3,West,1743.6582276921545
2025-08-25,Phone,613.873274045397,1,South,613.873274045397
2025-08-26,Phone,413.5234398909921,6,East,2481.140639345953
2025-08-27,Tablet,111.34365617826353,8,South,890.7492494261082
2025-08-28,Headphones,418.0633327621276,3,South,1254.1899982863827
2025-08-29,Tablet,558.770600810382,5,North,2793.85300405191
2025-08-30,Laptop,278.1632646838807,1,East,278.1632646838807
2025-08-31,Tablet,527.5039879668733,7,West,3692.527915768113
2025-09-01,Headphones,497.70352262405066,1,East,497.70352262405066
2025-09-02,Phone,586.8937249401632,9,South,5282.043524461469
2025-09-03,Headphones,517.937055262123,8,West,4143.496442096984
2025-09-04,Headphones,354.03965886776666,7,East,2478.2776120743665
2025-09-05,Headphones,679.4857252496737,7,South,4756.4000767477155
2025-09-06,Phone,476.2205640459545,5,South,2381.1028202297725
2025-09-07,Headphones,495.90431907351024,5,North,2479.521595367551
2025-09-08,Headphones,360.0098061390206,5,North,1800.049030695103
2025-09-09,Headphones,433.5076623212735,1,North,433.5076623212735
2025-09-10,Laptop,367.27959289596487,8,South,2938.236743167719
2025-09-11,Headphones,474.05809101148657,1,East,474.05809101148657
2025-09-12,Phone,756.7562720213515,4,North,3027.025088085406
2025-09-13,Headphones,294.21482856029655,9,East,2647.933457042669
2025-09-14,Headphones,257.96579031848887,9,North,2321.6921128664
2025-09-15,Phone,720.6755491240413,5,West,3603.377745620206
2025-09-16,Headphones,468.6014484272201,4,West,1874.4057937088803
2025-09-17,Phone,399.6390892010125,3,North,1198.9172676030375
2025-09-18,Headphones,655.9857031094115,3,South,1967.9571093282343
2025-09-19,Phone,409.15766903947036,5,North,2045.7883451973519
2025-09-20,Headphones,773.9014570320404,1,North,773.9014570320404
2025-09-21,Headphones,601.6888807008904,5,South,3008.444403504452
2025-09-22,Laptop,426.8132887781446,6,West,2560.8797326688677
2025-09-23,Laptop,823.5962319898256,7,East,5765.173623928779
2025-09-24,Headphones,409.14276154949926,9,North,3682.2848539454935
2025-09-25,Headphones,611.314305801396,3,South,1833.942917404188
2025-09-26,Tablet,544.8938870609738,2,North,1089.7877741219477
